recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
179944793,76561199096137734,0,4,23526,1,23526,1732731507,english,my favorite game to play. joseph gabriel cruz also sucks at this game,1732731593,1732731593,True,0,0,0,0,True,False,False
179942797,76561199172120890,125,15,1023,405,916,1732738325,english,Live laugh love Edmund,1732731492,1732731492,True,0,0,0,0,True,False,False
179931554,76561198151780760,132,7,6980,2164,6562,1732765318,english,"Cómpralo, lo vale",1732730930,1732730930,True,0,0,0,0,True,False,False
179930499,76561199105272306,81,2,1718,961,1717,1732730915,english,обнова у подвалыша просто имба,1732730874,1732730874,True,0,0,0,0,True,False,False
179926746,76561198817854669,153,14,3170,508,3122,1732733505,english,Growing up in a christian household simulator,1732730642,1732730642,True,0,1,0,0,True,False,False
179925077,76561198157696555,247,40,4685,1917,4281,1732781820,english,Me likey,1732730363,1732730363,True,0,0,0,0,True,False,False
179923224,76561198838265175,82,12,5271,2028,5264,1732733710,english,"Crying child wants to kill his mother

10/10",1732729956,1732729956,True,0,0,0,0,True,False,False
179923217,76561198056799117,431,5,34247,592,34196,1732802150,english,Simply Isaac 5/5,1732729955,1732729955,True,0,0,0,0,True,False,False
179921892,76561199156693513,0,7,1257,776,1229,1732739678,english,i love it,1732729664,1732729664,True,0,0,0,0,True,False,False
179920428,76561198970108542,0,3,37102,2408,36887,1732786200,english,Parents can't be disappointed if they're both gone,1732729316,1732729316,True,0,0,0,0,True,False,False
179919559,76561199217938343,29,8,1220,181,1183,1732731173,english,"Unique art style and story, combined with good gameplay",1732729088,1732729088,True,0,0,0,0,True,False,False
179918283,76561199729188672,11,6,302,302,182,1732805284,english,Best game,1732728011,1732728011,True,0,0,0,0,True,False,False
179917676,76561199683178922,0,1,1005,1005,224,1732806505,english,Awesome,1732727338,1732727338,True,0,0,0,0,True,False,False
179917171,76561198102390851,66,12,6243,898,6243,1732716905,english,"It took 10 years of occasional trying, but two months ago I finally was able to beat a run of Issac. since then I've been hooked and now I have nearly 100 hours.",1732726710,1732726710,True,0,0,0,0,True,False,False
179913220,76561198194565591,205,20,14087,786,14012,1732762562,english,Best roguelike of all time,1732722109,1732722109,True,0,0,0,0,True,False,False
179912536,76561199192454409,0,5,1975,944,1907,1732737950,english,goated game,1732721315,1732721315,True,0,0,0,0,True,False,False
179910744,76561198072669197,53,6,17109,947,17000,1732804297,english,I HATE THIS GAME AAHAHHHAHAHAHAAHAHAHAHAHAHAHAAHAAAHAHAHAHAAHAHAHAHAHAHA,1732719202,1732719202,True,0,0,0,0,True,False,False
179909741,76561198884169587,0,2,5479,3056,5307,1732780520,english,naked dude shoot tears good,1732717990,1732717990,True,0,0,0,0,True,False,False
179908184,76561198387331901,27,8,683,175,683,1732716045,english,its ok,1732716088,1732716088,True,0,0,0,0,True,False,False
179906677,76561199191498008,0,17,4636,3667,4465,1732799592,english,isaac,1732714168,1732714168,True,0,0,0,0,True,False,False
179906098,76561199676567270,10,1,2666,1587,2031,1732785201,english,i hate gideon.,1732713397,1732713397,True,0,0,0,0,True,False,False
179905087,76561198167544965,0,1,29121,52,29077,1732802840,english,Good game,1732712065,1732712065,True,0,0,0,0,True,False,False
179905067,76561198226342884,313,11,14031,1477,13871,1732764559,english,why every time i try to begin multi daily run the game will shut down？,1732712036,1732712036,False,0,0,0,0,True,False,False
179901114,76561199001051169,0,2,27805,38,27805,1732705485,english,wont change until other language rebirth,1732705653,1732705653,False,0,0,0,0,True,False,False
179901040,76561199271507152,20,6,3036,2328,2946,1732805087,english,אחלה משחק,1732705544,1732705544,True,0,0,0,0,True,False,False
179900982,76561199185848992,42,1,2633,907,2633,1732651260,english,"DEAR DIARY        
TODAY I DIED ☠️☠️ Me ↘
                                        🧍
I WAS KILLED BY THIS THING → 💩💩

IN SOME BASEMENT 🏡🧱

I LEAVE ALL THAT I OWN TO MY CAT GUPPY 🐈🐈

 💊💊💊
       ↖ Cool Stuff!

GOODBYE CRUEL WORLD
XOXO Furina",1732705444,1732705444,True,0,0,0,0,True,False,False
179898074,76561199071671066,0,2,37655,142,37513,1732708766,english,.,1732700152,1732700152,True,0,0,0,0,True,True,False
179898036,76561199075630313,31,2,2807,2283,2421,1732806045,english,GOAT!,1732700056,1732700056,True,0,0,0,0,True,False,False
179897189,76561198240517514,348,11,5769,3053,5114,1732791279,english,watching a kid suffocate in a toy box has never been more fun!,1732698403,1732698403,True,1,0,0.523809552192687988,0,True,False,False
179897123,76561198293637634,0,1,14345,1470,12875,1732786658,english,======================================,1732698279,1732698279,True,0,0,0,0,True,False,False
179895789,76561198986552450,0,19,41624,113,41624,1732253118,english,worthy purchase,1732695760,1732695760,True,0,0,0,0,True,False,False
179895454,76561199475861737,1,1,4770,4587,4488,1732752428,english,just a chill game,1732695067,1732695067,True,0,0,0,0,True,False,False
179895052,76561198081843053,673,31,51069,544,51020,1732781935,english,I think the game needs a bit more content but otherwise amazing,1732694192,1732694192,True,0,0,0,0,True,False,False
179894643,76561198205580597,269,25,4511,20,4511,1732693231,english,why that MF isaac always cryin,1732693305,1732772919,True,0,0,0,0,True,False,False
179892563,76561199145663027,0,5,1390,347,1333,1732767528,english,One of the best games I've ever played,1732689181,1732689181,True,0,0,0,0,True,False,False
179891778,76561199269989768,0,2,1666,632,1425,1732778754,english,Bouta balls your isaac,1732687608,1732687608,True,0,0,0,0,True,False,False
179891295,76561199215635177,0,3,5920,28,5919,1732686692,english,very fun n shit,1732686595,1732686595,True,0,0,0,0,True,False,False
179891104,76561198811332257,27,2,1518,36,1482,1732689024,english,normlno,1732686152,1732686152,True,0,0,0,0,True,False,False
179890955,76561199583194524,0,7,1558,1558,1442,1732739097,english,isaac binding of the isaac of binding of isaac the binding of isaac is cool,1732685865,1732685865,True,0,0,0,0,True,False,False
179890358,76561199588096603,0,8,885,255,813,1732791021,english,boy gets locked in basement (Try not to cry),1732684834,1732684869,True,0,1,0,0,True,False,False
179889495,76561199210695516,0,3,2672,1643,2589,1732688351,english,eyesack is my fave or it gayme i haf pllay,1732683304,1732683304,True,0,0,0,0,True,False,False
179889464,76561198830285214,72,3,47218,91,47131,1732688611,english,eh it alright,1732683261,1732683261,True,0,0,0,0,True,False,False
179889226,76561198145608971,175,1,26613,872,26613,1732671679,english,"I love this game, tho the RNG can get fucked sometimes",1732682838,1732682838,True,0,0,0,0,True,False,False
179888097,76561199559277182,0,1,11415,376,11367,1732683587,english,peak,1732680680,1732680680,True,0,0,0,0,True,False,False
179887307,76561198857817981,0,5,7424,235,7424,1732679026,english,like stroking off in the morning 8.9/10,1732679285,1732679285,True,0,0,0,0,True,False,False
179887306,76561198860313000,0,5,682,230,682,1732679040,english,Im leaking,1732679283,1732679283,True,0,0,0,0,True,False,False
179887188,76561199085306653,116,8,18995,1004,18783,1732773879,english,"Edmund McMillen, You litte F**ker. You made a shit of piece with your trash Issac. it’s f**King Bad this trash game. I will become back my money. I hope you will in your next time a cow on a trash farm you sucker.",1732679067,1732679067,True,0,0,0,0,True,False,False
179886559,76561198826454727,104,1,2486,506,2231,1732790008,english,"isac
",1732677995,1732677995,True,0,0,0,0,True,False,False
179884900,76561198880565949,60,31,2802,1776,2508,1732751844,english,"i got the 2% chance of the greed donation machine jamming on my first coin. this happened the run after the run where it jammed on the 2nd coin with a 1% chance. edmund mcmillen, You litte F**ker You made a shit of piece with your trash Issac",1732675114,1732675114,True,0,0,0,0,True,False,False
179884864,76561198112175298,0,5,64768,251,64738,1732676884,english,It's good,1732675049,1732675049,True,1,0,0.523809552192687988,0,True,False,False
179884836,76561198291047109,0,4,958,958,657,1732805732,english,this is a GREAT game even though i die alot it`s fun and the mods are better,1732674997,1732674997,True,0,0,0,0,True,False,False
179883964,76561198262886557,0,12,1073,78,997,1732678130,english,egg,1732673540,1732673540,False,0,0,0.49238818883895874,0,True,False,False
179883948,76561198418924131,0,1,846,846,724,1732732818,english,"Rating: ★★★★★ (5/5)

The Binding of Isaac: Rebirth is an absolute masterpiece, and it’s easy to see why it’s beloved by so many players. If you enjoy rogue-like dungeon crawlers with a dark sense of humor, unpredictable gameplay, and endless replayability, this is the game for you!

From the moment you dive into the twisted world of Isaac, you’ll be hooked by the eerie, yet captivating art style and its fast-paced combat. The procedurally generated dungeons make every playthrough unique, meaning you’ll never get bored of the same old challenges. With a staggering variety of items, enemies, and bosses, Rebirth offers a depth that keeps you coming back for more, always finding new ways to tackle the game’s many challenges.

The sheer variety in Rebirth is what makes it so addictive. Whether you’re unlocking new characters, discovering powerful synergies between items, or simply trying to reach the game’s many hidden secrets, there's always something new to uncover. And the sense of accomplishment when you finally beat a tough boss or unlock a hidden ending is unmatched.

One of the things I love most about The Binding of Isaac: Rebirth is how rewarding it is to improve your skills. The more you play, the better you get at handling the game's quirks and random elements. The difficulty is steep, but not unfair—each failure is a learning experience, which makes finally conquering a run feel so sweet.

And let’s not forget the replayability! With so many items, characters, and paths to unlock, the game feels like it could never truly be finished. Whether you're aiming for 100% completion or just enjoying random runs, there’s always something to aim for.

In short, The Binding of Isaac: Rebirth is a perfect blend of strategy, chaos, and fun. It’s challenging, rewarding, and, most importantly, incredibly addictive. If you haven’t played it yet, I highly recommend giving it a go. You won’t regret it.",1732673516,1732673516,True,0,0,0,0,True,False,False
179883816,76561197977924651,2274,260,2589,144,2503,1732751870,english,the bizzle of issle,1732673308,1732673308,True,0,1,0,0,True,False,False
179883806,76561199158162490,0,3,60189,3125,60166,1732682387,english,"As a wise pill once said:

ADDICTED!",1732673298,1732673298,True,0,0,0,0,True,False,False
179881929,76561198928674021,0,3,550,473,550,1732670026,english,goofy murder game that takes the edge off like a camel crush but without the wife nagging me to go outside :),1732670154,1732670154,True,0,0,0,0,True,False,False
179881889,76561198854626199,0,3,40461,1091,40300,1732765005,english,hours of game play to enjoy as well as the modding capabilities are immaculate!,1732670080,1732670080,True,0,0,0,0,True,False,False
179881608,76561199000729477,0,3,60042,458,59999,1732748317,english,I HATE JACOB&ESAU I HATE JACOB&ESAU I HATE JACOB&ESAU I HATE,1732669601,1732669601,True,1,0,0.523809552192687988,0,True,False,False
179880362,76561199134723854,0,1,3391,952,3300,1732757166,english,peak game funny laser go brttt,1732667418,1732667418,True,0,0,0,0,True,False,False
179879777,76561199465595170,83,3,18397,2922,18216,1732768442,english,RAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,1732666458,1732666458,True,0,1,0,0,True,False,False
179879580,76561199169533095,0,8,4434,1311,3992,1732760594,english,d6,1732666134,1732666134,True,0,0,0,0,True,False,False
179879173,76561198043780761,156,2,42122,542,42097,1732669601,english, A must have if you're a fan of roguelikes!,1732665557,1732665557,True,1,0,0.512195110321044922,0,True,False,False
179879075,76561198891137854,134,51,2942,1707,2615,1732774926,english,the best couch co op game ever,1732665417,1732665417,True,0,0,0,0,True,False,False
179878951,76561199113443615,0,16,314,46,314,1732566110,english,iz alright its a lil boring but iz alright,1732665250,1732665250,True,0,0,0,0,True,False,False
179878692,76561198930132199,178,2,7845,632,7777,1732669234,english,isaac and his mother lived in a house and ate poop,1732664856,1732664856,True,1,0,0.512195110321044922,0,True,False,False
179878309,76561199067888426,248,15,2988,167,2839,1732743708,english,repentance dont work,1732664219,1732664219,True,0,0,0,0,True,False,False
179878007,76561199708297529,0,2,1723,1723,1007,1732772938,english,"fun to play with friends
",1732663742,1732663742,True,0,0,0,0,True,False,False
179877257,76561198429323876,23,4,1611,156,1563,1732744284,english,"I love this game, 10/10",1732662732,1732662732,True,0,0,0,0,True,False,False
179876698,76561199064552900,14,1,52902,144,52859,1732664380,english,ok,1732661805,1732661805,True,1,0,0.523809552192687988,0,True,False,False
179876087,76561199233315773,0,5,1073,1073,1010,1732680593,english,"One of the best games I've played on console and now. playing on PC is a must if you want to have mods and fun
",1732660881,1732660881,True,0,0,0,0,True,False,False
179875735,76561198289625298,0,4,529,529,273,1732734543,english,I love jorkin' it to the Siren,1732660381,1732660381,True,0,0,0,0,True,False,False
179875004,76561198414488341,136,24,23954,0,23954,1730614879,english,"I love going through a run, finding a dime (which is a dancing cat of course) and watching as Isaac does the persona 4 specialist dance while there happens to be a tinted rock with a PNG of dwayne the rock johnson on it. The chaos and mods are so fun I forgot how messed up the lore is. 10/10",1732659344,1732659344,True,0,0,0,0,True,False,False
179874739,76561198066241556,602,8,575,575,541,1732794765,english,"Super addicting, and with friends now it's just more fun!",1732659020,1732659020,True,0,0,0,0,True,False,False
179872631,76561199092722947,0,6,907,820,717,1732755405,english,hvjvuygv,1732656172,1732656172,True,0,0,0,0,True,False,False
179869590,76561199235640746,19,2,4804,3877,3855,1732771203,english,"Casual players: This game peak
The grind:",1732652290,1732652290,True,0,0,0,0,True,False,False
179869364,76561198841606889,20,5,8615,844,8615,1732638055,english,Very cool,1732652009,1732652009,True,0,0,0,0,True,False,False
179868586,76561198323675359,34,1,7204,4780,6629,1732754576,english,infinite replay value,1732651119,1732651119,True,0,0,0,0,True,False,False
179868197,76561198119536550,0,5,5123,2672,5074,1732745292,english,"Super infuriating but also extremely fun. I love this game so much. I love the theme, the game play and how I never get tired of doing a run because each run is so different. I'm also typing this while i'm extremely sick so if nothing makes sense I am so sorry lmaooo but either way, very good game. Isaac is just like me fr!!",1732650669,1732650669,True,0,0,0,0,True,False,False
179867341,76561199803186397,0,1,533,533,249,1732805359,english,"fun
",1732649706,1732649706,True,0,0,0,0,True,False,False
179867106,76561198056605220,0,31,381,283,186,1732796770,english,Really makes you feel like an aborted fetus,1732649414,1732649414,True,0,0,0,0,True,False,False
179864900,76561198990763664,0,8,44364,790,43687,1732786804,english,Good Game,1732647030,1732647030,True,0,0,0,0,True,False,False
179864300,76561198833166043,44,7,479,479,384,1732745770,english,"first game i bought on steam(on a different account), still good years later.",1732646426,1732646426,True,0,0,0,0,True,False,False
179864254,76561199293603920,0,7,2765,1803,2535,1732740026,english,Isaac is just like life. Sometimes it's the best thing ever and all you want to do is experience more of it and at other times it has Bethany as a playable character.,1732646375,1732646375,True,0,0,0,0,True,False,False
179863820,76561199246242588,0,13,344,287,205,1732762894,english,Best game ever fr,1732645867,1732645867,True,0,0,0,0,True,False,False
179863192,76561199040668680,0,5,2310,0,2310,1731461399,english,"I think the binding of Isaac (Including DLC's) Is a great game overall, the story is good and the tear physics can get hilariously wonky at times and its even greater with friends now.",1732645157,1732645157,True,0,0,0,0,True,True,False
179863100,76561199202621836,0,9,9151,1702,8751,1732740289,english,FUN,1732645050,1732645050,True,0,0,0,0,True,False,False
179860295,76561199142787197,0,3,1914,1914,1254,1732773990,english,good game,1732641743,1732641743,True,0,0,0,0,True,False,False
179859925,76561198054503124,0,3,30266,2259,29368,1732760767,english,10/10 Absolute Cinema ~ Lazy Mattman,1732641308,1732641308,True,0,0,0.476190477609634399,0,True,False,False
179859515,76561199586861528,0,1,505,505,277,1732806006,english,best game oat,1732640863,1732640863,True,0,0,0,0,True,False,False
179859173,76561197983902514,922,57,5787,2690,5576,1732737396,english,Multiplayer made the game playable if you're bad at the game :3,1732640451,1732640451,True,0,0,0,0,True,False,False
179859079,76561198083043245,0,13,24636,45,24636,1732287909,english,A classic at this point. I believe this game is the epitome of any good rogue-like or any variation you can muster up.,1732640361,1732640361,True,0,0,0,0,True,False,False
179859016,76561198093143797,0,1,21070,1914,20739,1732730977,english,You will love and hate this game! 10/10 recommend!,1732640284,1732640284,True,0,0,0,0,True,False,False
179857781,76561198203803897,0,13,10549,1242,10538,1732640653,english,Best Roguelike ever,1732638920,1732638920,True,0,0,0.476190477609634399,0,True,False,False
179855865,76561199597107239,0,5,1146,1146,603,1732762296,english,Buy this game if you're bored and want to rage at pixels,1732636907,1732636907,True,0,0,0,0,True,False,False
179855715,76561199209926009,78,7,12326,483,11867,1732779159,english,Amazing replayability,1732636731,1732636731,True,0,0,0,0,True,False,False
179855264,76561199655264269,0,2,6748,4609,5943,1732806328,english,a fun game with really fun synergies but dont crash the game,1732636230,1732636230,True,0,0,0,0,True,False,False
179855040,76561199728651496,16,2,3435,859,3330,1732791753,english,i cannot download the dlc and i cannot play now,1732635948,1732635948,False,0,0,0,0,True,True,False
179854061,76561198257507031,411,36,13931,171,13877,1732726159,english,"Pay a few bucks for hours upon hours of fun with a crying, naked child trapped in a basement. Great deal",1732634796,1732634796,True,2,0,0.520134210586547852,0,True,False,False
179854024,76561199135793416,14,1,583,583,449,1732642812,english,"install game
play a few runs
unlock a lot of items and characters
get addicted to the game
10/10 
i love gambling",1732634745,1732634745,True,0,0,0,0,True,False,False
179853387,76561199072228528,0,1,45314,1422,45304,1732634854,english,god is dead,1732633974,1732633974,True,2,0,0.545454561710357666,0,True,False,False
179852276,76561199788390958,0,1,661,662,321,1732788178,english,w,1732632699,1732632699,True,0,0,0,0,True,False,False
179851760,76561199147641780,7,2,2650,2255,2419,1732804711,english,Best game ever,1732632062,1732632062,True,0,0,0,0,True,False,False
179850484,76561198168462116,46,4,17465,1596,17288,1732737764,english,the goat of rogue-games,1732630589,1732630589,True,0,0,0,0,True,False,False
179849322,76561198929937764,64,1,16141,0,16141,1718831864,english,One of the few games I always come back to.,1732629229,1732629229,True,0,0,0,0,True,False,False
179848660,76561198122271422,48,2,7425,787,6647,1732780974,english,banger,1732628392,1732628392,True,0,0,0,0,True,False,False
179846390,76561197991734201,0,7,11745,62,11745,1732618968,english,"mom.  
Just mom",1732625179,1732625179,True,0,0,0,0,True,False,False
179845728,76561199574938854,0,3,9663,681,9161,1732751258,english,this game is a W,1732624227,1732624227,True,0,0,0,0,True,False,False
179844292,76561199018609318,0,22,81550,3326,81164,1732765580,english,"Accurate simulation of what happens when you say ""erm what the ohio baby gronk sigma rizzler? did you just fanum my skibidi my gooner?"" next to your mother",1732621937,1732621937,True,1,0,0.523809552192687988,0,True,False,False
179842266,76561199087786334,0,3,2738,1035,2503,1732798352,english,"wanna die?
",1732618307,1732618307,True,0,0,0,0,True,False,False
179841545,76561199159424501,0,4,3384,1725,3017,1732792793,english,sad boy gets dissowned,1732616938,1732616938,True,0,0,0,0,True,False,False
179841310,76561199186170729,0,1,1033,288,987,1732620286,english,This game makes me feel things i didnt know i wanna feel,1732616542,1732616542,True,0,0,0,0,True,False,False
179840580,76561199487799991,0,5,2954,2099,2297,1732805022,english,amazing game!!!!!!!!! i like how every run feels diffrent and theres so many itrms and synergys and you can unlock them,1732615074,1732615074,True,0,0,0,0,True,False,False
179839288,76561198127812971,0,42,3685,0,3685,1730484530,english,"A MUST play for any gamer out there. 
Your game library isn't complete without this gem.

1000.1%/10",1732614348,1732614348,True,0,0,0,0,True,False,False
179837927,76561198081861863,72,3,57409,2149,56006,1732805788,english,"it took me 900 hours, but i got it all only to keep playing... what is it called? addiction? 10/10",1732611935,1732611935,True,0,0,0,0,True,False,False
179837426,76561198154979176,136,12,1974,443,1942,1732702538,english,Разорвало дупло,1732610945,1732610945,True,0,0,0,0,True,False,False
179836353,76561198046907373,0,12,29294,0,29294,1648373902,english,Probably one of the most addicting games to exist,1732608788,1732608788,True,0,0,0,0,True,False,False
179836118,76561199552975990,0,2,6457,1342,5872,1732763035,english,the horror,1732608269,1732608269,True,0,0,0,0,True,False,False
179835020,76561198823262846,108,17,44667,5327,43293,1732788271,english,"Literally one of the best games ever created. There is so much variety in each run, so many synergies and it's still getting updates. Couldn't recommend more, play it with all the dlcs though.",1732607558,1732607558,True,0,0,0,0,True,False,False
179834932,76561199191182590,46,4,5406,2321,4942,1732789192,english,"[h1]True and Honest[/h1]
It's genuinely the best thing I've ever played. The hundreds of items, thousands of trinkets, pickups, etc. keep me returning to this game, the only reason it isn't game of the year is because they have to keep it fair for the others. Repentance plus adds to that and now I can play with friends! If you're thinking about buying Isaac don't think, DO. Anyways hope you enjoyed reading!",1732607385,1732607385,True,0,0,0,0,True,False,False
179834579,76561198331882277,146,3,18038,118,18038,1732506013,english,play as tainted blingo and kill dads left lung to unlock crying pissing shitting baby (quality 4),1732606597,1732606597,True,0,0,0,0,True,False,False
179833748,76561199219143868,0,2,701,234,607,1732729047,english,yuh,1732604850,1732604850,True,0,0,0,0,True,False,False
179832058,76561199166466831,0,2,3969,1969,3542,1732774043,english,"It fun, make me mad sometimes tho",1732601145,1732601145,True,0,0,0,0,True,False,False
179831664,76561199090867238,67,23,14390,6615,12444,1732806120,english,the inding of bisaac amirite?,1732600377,1732600377,True,0,0,0,0,True,False,False
179831589,76561199377099142,0,9,4938,1120,4926,1732686954,english,"hear me out on isaacs mom
",1732600200,1732600200,True,0,1,0,0,True,False,False
179830840,76561198973395614,0,7,26966,502,26910,1732673549,english,pretty fun game,1732598616,1732598616,True,0,0,0,0,True,False,False
179828601,76561198053045191,0,20,3343,1640,2938,1732777263,english,"Amazing roguelike, great with friends too
",1732594373,1732594373,True,0,0,0,0,True,False,False
179828078,76561198863486243,131,10,3636,3481,2832,1732806756,english,Good.,1732593358,1732593358,True,0,0,0,0,True,False,False
179828033,76561198136090280,0,2,248,10,248,1732671527,english,I cant figure out how to get the multiplayer to launch. I bought all the dlc and whenever i click to download the multiplayer dlc it just launches the game. send help,1732593286,1732593286,True,0,1,0,0,True,False,False
179827506,76561199114024725,60,4,766,44,734,1732673193,english,:3,1732592331,1732592331,True,0,0,0,0,True,False,False
179826583,76561199480194833,0,6,7353,4762,6252,1732786507,english,PLS HELP PLS,1732590734,1732590734,True,0,1,0,0,True,False,False
179826208,76561199087102038,35,4,1021,929,616,1732759464,english,"fun rouge, also crying kid
love it.",1732590096,1732590096,True,0,1,0,0,True,False,False
179825326,76561199754235451,0,1,713,3,710,1732588836,english,sigma,1732588660,1732588660,True,0,0,0,0,True,False,False
179825106,76561198012067259,0,2,48206,1007,47784,1732759007,english,it ok,1732588337,1732588337,True,0,1,0.472972989082336426,0,True,False,False
179824925,76561198339338943,0,5,31582,1769,31304,1732768418,english,poop,1732588024,1732588024,True,0,0,0,0,True,False,False
179824866,76561199150889100,0,5,8673,2798,7646,1732775905,english,"I played this game for about 10 hours then put it aside, then got back into it after I think genuinely a year. dropped 100 hours in the next month and can say it is 100% worth it",1732587937,1732587937,True,0,0,0,0,True,False,False
179824303,76561198799267431,0,5,17463,1117,17124,1732768813,english,Im not sure why this game still gets updates but each one makes it beter and better,1732586977,1732586977,True,0,0,0,0,True,False,False
179824025,76561199803692082,0,1,855,855,277,1732739508,english,I enjoy issac beating up his mom,1732586458,1732586458,True,0,0,0,0,True,False,False
179823835,76561197966690560,2930,38,67489,83,67489,1732586130,english,"This was easily one of the best games of its decade, now finally updated to include a proper cooperative mode, although it has its flaws what with input delay between players but hopefully that will be improved. But [i]The Binding of Isaac[/i] was yet another indie title which proved that, sometimes, these passionate developers are serious about delivering awesome experiences that can be unmatched by AAA studios. It's amazing what indie developers can accomplish sometimes despite their low budgets and when not being pestered by upper managers and deadlines to meet the expectations of shareholders. Something that should never have mixed with video game design to the extreme that it has.

I've never played a game with more replay value than this one. It has so much content between dungeons to explore, enemies to fight, bosses to conquer, and combat to master. It's perhaps one of the greatest examples of a proper roguelike video game, where each run is different and unique and completely randomized where you never know what the layout of the maps will be, where the secret walls are going to be, which items you might get and whether they will synchronize well together, etc. You could sometimes get lucky and find yourself being rewarded with rather OP items from the very beginning that will help you finally beat the game, or the chaos of the RNG element may give you more than a few crappy items and so you just have to press forward to see how much of the run can be salvaged. Unlike many other games of this genre, [i]The Binding of Isaac[/i] has 500+ items to unlock and find, lots of characters to unlock, and plenty of secrets to hunt for and it all ties together cleverly for its story.

[i]The Binding of Isaac[/i] is about Isaac, a kid who ultimately blames himself for the divorce of his parents despite how his father was the one to walk out on him and his mother due to alcoholism and money problems, and so he copes with the situation by entertaining himself with the imagination his father encouraged him to have with cardboard that he has access to while his mother forbids it and even abuses him while turning to religion to also cope in her own way with the divorce, creating this narrative in his own little imaginary world that his mom hates him and holds him responsible for the divorce. As you continue to play and slay the bosses, it becomes an extremely dark, sad story that comes about in short pieces of narration from the voice of his father and the context clues you can gather. It's one of those games that perfectly employs the ""show, don't tell"" technique to tell a story that is so rich with how interpretive it is. The story itself (and what happens to Isaac) can be interpreted in different ways but it's very much about a child being mistreated and abandoned and escaping into a fantasy world, and I don't blame anybody for just searching the story explanation online due to the narrative complexity. It's rife with religious imagery and text and dark themes but this is really what makes the video game as great as what it is. It's a type of boldness that doesn't really exist in a lot of AAA video games because a lot of these companies are too scared to be creative and want to do everything they can to avoid offending the perpetually offended crowd, but this game is proof that some video games can still be art and that the form isn't entirely lost.

For anybody who owns the device, it's also a perfect game for the Steam Deck. I spent many hours in bed late at night just playing this game on my mobile device because I couldn't get enough of it at the time. It's a challenging game that makes you want to overcome the challenge for your own personal achievement and it's a game which I'd consider very addictive for a time. I would honestly classify [i]The Binding of Isaac[/i] as a game which every gamer should play. 

The gameplay itself is simple and easy to understand but the combination of mystery, intrigue, challenge and the fun in its simplicity just keeps you coming back for more until you've mastered it, and its developer, Edmund McMillen, does well to even continue the story in other ways with his other video games even though it's not a direct sequel which I think is pretty cool as his other video games are also really good.",1732586138,1732586138,True,4,0,0.583333313465118408,0,True,False,False
179823219,76561199560702259,11,3,9808,4044,9329,1732806835,english,"one of the greatest rogue-like rpgs ever, you should play it",1732585070,1732585070,True,0,0,0,0,True,False,False
179823131,76561198352457684,0,11,3099,42,3057,1732671078,english,y not,1732584914,1732584914,True,0,0,0,0,True,False,False
179822869,76561198207570997,0,9,4477,905,4195,1732766981,english,Fun game :),1732584467,1732584467,True,0,0,0,0,True,False,False
179822762,76561199490339990,0,8,43077,4952,42150,1732762082,english,gud,1732584296,1732584296,True,0,0,0,0,True,False,False
179822302,76561199166798702,18,8,13560,177,13510,1732586608,english,this little shit,1732583508,1732583508,True,0,0,0,0,True,False,False
179821509,76561199790584589,0,3,1745,1745,184,1732787045,english,I LOVE BEING A CRYING INFANT,1732582126,1732582126,True,0,0,0,2,True,False,False
179821469,76561198883557566,0,13,6467,895,6252,1732735707,english,"Edmund McMillen, you little fucker.
You made a shit of piece with your trash Isaac. It’s fucking bad, this trash game. I will become back my money. I hope you will in your next time a cow on a trash farm you sucker.",1732582067,1732582067,True,0,0,0,0,True,False,False
179820353,76561198983715131,0,16,688,688,355,1732764247,english,"game good
",1732580197,1732580197,True,0,0,0,0,True,False,False
179819895,76561198301605683,0,6,22153,813,21750,1732806453,english,PLAY IT - NOW!,1732579420,1732579420,True,0,0,0,0,True,False,False
179819873,76561199386822953,0,26,177,177,177,1732579642,english,Played 2 days and now I need another dlc.,1732579383,1732579383,False,0,0,0.429015547037124634,0,True,False,False
179819221,76561198195038628,0,1,3192,2654,2604,1732772174,english,FUN,1732578330,1732578330,True,0,0,0,0,True,False,False
179818968,76561198379844526,30,6,10323,2827,9805,1732797029,english,good,1732577963,1732577963,True,0,0,0,0,True,False,False
